timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1701527299.769,19.609,19.609,-19.609,0.0031000000000000003,-0.00030000000000000003,-0.0015,0.0,-0.048,-0.107
1701527299.809,19.609,19.609,-19.609,0.00030000000000000003,-0.00030000000000000003,0.0014,0.04,-0.042,-0.101
1701527299.849,19.609,19.609,-19.609,0.0027,-0.0001,-0.0029000000000000002,-0.007,-0.044,-0.097
1701527299.889,19.609,19.609,-19.609,0.0017000000000000001,-0.0006000000000000001,0.0039000000000000003,-0.006,-0.039,-0.09
1701527299.929,19.609,19.609,-19.609,0.0009000000000000001,-0.001,-0.0013000000000000002,0.005,-0.047,-0.108
1701527299.9689999,19.609,19.609,-19.609,0.0002,-0.0019,-0.0025,0.001,-0.074,-0.112
1701527300.009,19.609,19.609,-19.609,0.0036000000000000003,0.0008,0.0025,-0.007,-0.026000000000000002,-0.108
1701527300.049,19.609,19.609,-19.609,0.0009000000000000001,0.0011,-0.0034000000000000002,-0.025,-0.026000000000000002,-0.093
1701527300.089,19.609,19.609,-19.609,-0.0009000000000000001,-0.0005,0.0007,-0.01,-0.028,-0.099
1701527300.129,19.609,19.609,-19.609,0.0023,-0.0021000000000000003,0.0047,-0.01,-0.041,-0.10300000000000001
1701527300.169,19.609,19.609,-19.609,0.0014,0.0019,0.0046,0.008,-0.047,-0.10400000000000001
1701527300.2089999,19.609,19.609,-19.609,0.002,0.0009000000000000001,0.0032,0.002,-0.049,-0.1
1701527300.249,19.609,19.609,-19.609,-0.0015,0.00030000000000000003,-0.0098,-0.001,-0.034,-0.092
1701527300.289,19.609,19.609,-19.609,0.0004,0.0008,0.0043,-0.004,-0.022,-0.10300000000000001
1701527300.329,19.609,19.609,-19.609,-0.0008,0.0,0.0013000000000000002,-0.034,-0.016,-0.094
1701527300.369,19.609,19.609,-19.609,0.0015,0.00030000000000000003,-0.01,-0.007,-0.015,-0.095
1701527300.409,19.609,19.609,-19.609,0.0049,-0.0009000000000000001,0.0038,0.006,-0.037,-0.1
1701527300.449,19.609,19.609,-19.609,0.0009000000000000001,-0.0029000000000000002,0.0027,0.01,-0.041,-0.10200000000000001
1701527300.489,19.609,19.609,-19.609,0.004,-0.0023,-0.005200000000000001,0.004,-0.048,-0.10300000000000001
