timestamp,ch1
1701526023.145,-12560.272223981885
1701526023.149,-12532.779578301857
1701526023.1529999,-12565.971918817988
1701526023.157,-12610.697759473058
1701526023.161,-12606.316817559817
1701526023.165,-12585.529695216383
1701526023.169,-12574.599692177737
1701526023.173,-12574.845561366745
1701526023.177,-12581.484029469972
1701526023.181,-12585.239122538464
1701526023.185,-12592.056404597331
1701526023.189,-12585.01560509391
1701526023.193,-12582.243988781453
1701526023.197,-12581.260512025417
1701526023.201,-12588.882456884678
1701526023.205,-12598.761927933923
1701526023.2089999,-12586.244951038952
1701526023.213,-12565.971918817988
1701526023.217,0.0
1701526023.221,-14451.09569443413
1701526023.225,-14450.827473500667
1701526023.2289999,-14443.76432225279
1701526023.2329998,-14440.702133262414
1701526023.237,-14439.271621617274
1701526023.241,-14440.09863616212
1701526023.245,-14437.036447171742
1701526023.2489998,-14439.070455917175
1701526023.253,-14444.256060630807
1701526023.257,-14445.61951704258
1701526023.261,-14449.598127555624
1701526023.2649999,-14448.324078121672
1701526023.2689998,-14447.452360087915
1701526023.273,-14447.586470554646
1701526023.277,-14441.976182696366
1701526023.281,-14441.082112918153
1701526023.2849998,-14442.602031541113
1701526023.2889998,-14445.507758320304
1701526023.293,-14444.546633308726
1701526023.297,-14439.651601273014
1701526023.3009999,-14441.216223384885
1701526023.305,-14444.971316453377
1701526023.309,-14446.155958909507
1701526023.313,-14449.061685688697
1701526023.3170002,-14444.233708886351
1701526023.321,-14438.42225532797
1701526023.325,-14436.410598326995
1701526023.329,-14436.052970415709
1701526023.3330002,-14436.790577982734
1701526023.3370001,-14440.322153606672
1701526023.341,-14440.52331930677
1701526023.345,-14443.518453063782
1701526023.349,-14445.977144953866
1701526023.3530002,-14443.205528641407
1701526023.357,-14441.439740829437
1701526023.361,-14443.272583874774
1701526023.365,-14445.775979253767
1701526023.369,-14441.439740829437
1701526023.3730001,-14436.634115771547
1701526023.377,-14437.841109972134
1701526023.381,-14441.126816407064
1701526023.385,-14441.551499551715
1701526023.389,-14443.205528641407
1701526023.393,-14440.657429773502
1701526023.397,-14441.104464662609
1701526023.401,-14439.629249528558
1701526023.405,-14444.233708886351
1701526023.409,-14443.250232130318
1701526023.413,-14446.58064205416
1701526023.417,-14451.989764212343
1701526023.421,-14450.894528734032
1701526023.425,-14449.15109266652
1701526023.429,-14446.133607165053
1701526023.433,-14450.648659545024
1701526023.437,-14449.15109266652
1701526023.441,-14447.497063576826
1701526023.445,-14448.52524382177
1701526023.449,-14449.039333944242
1701526023.453,-14450.067514189186
1701526023.457,-14446.692400776436
1701526023.461,-14444.636040286547
1701526023.465,-14445.306592620205
1701526023.4689999,-14445.306592620205
1701526023.4729998,-14445.843034487134
1701526023.477,-14448.257022888307
1701526023.481,-14446.357124609605
1701526023.485,-14444.010191441797
1701526023.4889998,-14442.04323792973
1701526023.493,-14442.780845496756
1701526023.497,-14443.607860041602
1701526023.501,-14444.300764119716
1701526023.5049999,-14444.613688542091
1701526023.5089998,-14441.149168151518
1701526023.513,-14436.589412282636
1701526023.517,-14436.611764027091
1701526023.521,-14440.791540240234
1701526023.5249999,-14440.411560584495
1701526023.5289998,-14442.132644907553
1701526023.533,-14443.876080975066
1701526023.537,-14449.53107232226
1701526023.541,-14449.709886277902
1701526023.545,-14446.938269965443
1701526023.549,-14441.216223384885
1701526023.553,-14437.505833805304
1701526023.5570002,-14435.963563437888
1701526023.561,-14437.52818554976
1701526023.565,-14437.058798916198
1701526023.569,-14438.310496605694
1701526023.5730002,-14439.316325106183
1701526023.5770001,-14436.209432626896
1701526023.581,-14436.969391938377
1701526023.585,-14436.723522749367
1701526023.589,-14439.85276697311
1701526023.5930002,-14439.226918128363
1701526023.5970001,-14442.378514096561
1701526023.601,-14441.484444318348
1701526023.605,-14436.947040193922
1701526023.609,-14437.327019849661
1701526023.6130002,-14442.311458863194
1701526023.617,-14445.060723431197
1701526023.621,-14444.90426122001
1701526023.625,-14442.110293163098
1701526023.629,-14439.539842550737
1701526023.633,-14435.874156460066
1701526023.637,-14435.024790170764
1701526023.641,-14435.337714593139
1701526023.645,-14438.556365794704
1701526023.649,-14442.378514096561
1701526023.653,-14439.517490806282
1701526023.657,-14441.372685596072
1701526023.661,-14438.802234983712
1701526023.665,-14439.204566383907
1701526023.669,-14442.982011196855
1701526023.673,-14443.205528641407
1701526023.677,-14438.399903583517
1701526023.681,-14443.38434259705
1701526023.685,-14443.361990852594
1701526023.689,-14442.154996652007
1701526023.693,-14444.948964708921
1701526023.697,-14451.76624676779
1701526023.701,-14452.280336890262
1701526023.705,-14446.804159498712
1701526023.7089999,-14443.183176896951
1701526023.7129998,-14438.981048939355
1701526023.717,-14438.33284835015
1701526023.721,-14435.449473315415
1701526023.725,-14434.533051792749
1701526023.7289999,-14434.913031448488
1701526023.733,-14431.493214546826
1701526023.737,-14432.052008158209
1701526023.741,-14435.650639015514
1701526023.745,-14434.130720392552
1701526023.7489998,-14436.656467516003
1701526023.753,-14446.133607165053
1701526023.757,-14444.658392031002
1701526023.761,-14447.027676943264
1701526023.7649999,-14451.296860134229
1701526023.7689998,-14453.219110157384
1701526023.773,-14451.028639200764
1701526023.777,-14447.586470554646
1701526023.781,-14443.898432719521
1701526023.785,-14437.148205894018
1701526023.789,-14435.650639015514
1701526023.793,-14435.583583782147
1701526023.7970002,-14435.85180471561
1701526023.801,-14435.918859948977
1701526023.805,-14437.081150660653
1701526023.809,-14437.461130316393
1701526023.8130002,-14437.28231636075
1701526023.8170002,-14438.824586728168
1701526023.821,-14442.199700140918
1701526023.825,-14441.462092573893
1701526023.829,-14435.13654889304
1701526023.8330002,-14433.929554692455
1701526023.8370001,-14433.102540147609
1701526023.841,-14436.254136115807
1701526023.845,-14437.639944272036
1701526023.849,-14439.76335999529
1701526023.8530002,-14437.841109972134
1701526023.857,-14440.545671051226
1701526023.861,-14441.28327861825
1701526023.865,-14440.031580928753
1701526023.869,-14443.004362941309
1701526023.873,-14449.084037433153
1701526023.877,-14449.15109266652
1701526023.881,-14449.24049964434
1701526023.885,-14452.056819445708
1701526023.889,-14454.29199389124
1701526023.8930001,-14451.989764212343
1701526023.897,-14452.034467701253
1701526023.901,-14442.065589674186
1701526023.905,-14438.265793116785
1701526023.909,-14434.264830859285
1701526023.913,-14435.829452971157
1701526023.917,-14437.796406483223
1701526023.921,-14436.947040193922
1701526023.925,-14436.969391938377
1701526023.929,-14437.19290938293
1701526023.933,-14437.975220438866
1701526023.937,-14437.28231636075
1701526023.941,-14438.399903583517
1701526023.945,-14440.47861581786
1701526023.949,-14435.494176804326
1701526023.9529998,-14435.449473315415
1701526023.957,-14439.539842550737
1701526023.961,-14441.886775718544
1701526023.965,-14439.092807661631
1701526023.9689999,-14436.343543093628
1701526023.973,-14432.364932580584
1701526023.977,-14431.38145582455
1701526023.981,-14430.062702901687
1701526023.985,-14431.001476168809
1701526023.9889998,-14431.694380246923
1701526023.993,-14431.38145582455
1701526023.997,-14434.063665159187
1701526024.001,-14435.337714593139
1701526024.0049999,-14434.264830859285
1701526024.0089998,-14437.125854149564
1701526024.013,-14435.605935526602
1701526024.017,-14432.923726191966
1701526024.021,-14433.840147714633
1701526024.025,-14433.28135410325
1701526024.029,-14432.431987813949
1701526024.033,-14426.464072044382
1701526024.0370002,-14424.89944993251
1701526024.0410001,-14424.519470276771
1701526024.045,-14422.038426642232
1701526024.049,-14423.714807476379
1701526024.0530002,-14425.212374354885
1701526024.0570002,-14431.292048846728
1701526024.061,-14431.493214546826
1701526024.065,-14431.04617965772
1701526024.069,-14432.499043047315
1701526024.0730002,-14427.916935433977
1701526024.0770001,-14422.217240597874
1701526024.081,-14426.575830766658
1701526024.085,-14432.923726191966
1701526024.089,-14434.734217492845
1701526024.0930002,-14431.917897691477
1701526024.0970001,-14435.896508204522
1701526024.101,-14437.95286869441
1701526024.105,-14434.086016903642
1701526024.109,-14430.66620000198
1701526024.113,-14430.576793024158
1701526024.117,-14431.873194202566
1701526024.121,-14432.767263980779
1701526024.125,-14432.610801769591
1701526024.129,-14431.582621524647
1701526024.1330001,-14433.326057592161
1701526024.137,-14435.360066337595
1701526024.141,-14435.538880293238
1701526024.145,-14437.61759252758
1701526024.149,-14439.539842550737
1701526024.153,-14439.025752428264
1701526024.157,-14439.092807661631
1701526024.161,-14436.52235704927
1701526024.165,-14434.175423881463
1701526024.169,-14428.632191256547
1701526024.173,-14427.67106624497
1701526024.177,-14424.027731898754
1701526024.181,-14425.458243543893
1701526024.185,-14428.743949978823
1701526024.189,-14433.19194712543
1701526024.1929998,-14433.28135410325
1701526024.197,-14433.214298869885
1701526024.201,-14431.828490713657
1701526024.205,-14428.363970323084
1701526024.2089999,-14427.514604033782
1701526024.213,-14432.253173858307
1701526024.217,-14429.973295923864
