timestamp,ch1
1701526343.272,-10051.847702485049
1701526343.276,-10050.551301306641
1701526343.28,-10058.195597910357
1701526343.2840002,-10065.974004980804
1701526343.288,-10072.813638784128
1701526343.292,-10077.149877208458
1701526343.296,-10070.667871316418
1701526343.3000002,-10072.880694017495
1701526343.3040001,-10080.18971445438
1701526343.308,-10084.57065636762
1701526343.312,-10095.835935573094
1701526343.316,-10101.848554831571
1701526343.3200002,-10105.223668244324
1701526343.3240001,-10105.804813600162
1701526343.328,-10114.298476493177
1701526343.332,-10116.801871872172
1701526343.336,0.0
1701526343.3400002,-14805.750823706489
1701526343.344,-14809.036530141419
1701526343.348,-14811.6963877316
1701526343.352,-14813.752748221488
1701526343.356,-14813.953913921585
1701526343.36,-14810.399986553191
1701526343.364,-14799.246466069993
1701526343.368,-14798.821782925343
1701526343.372,-14811.115242375761
1701526343.376,-14814.98209416653
1701526343.38,-14808.991826652507
1701526343.384,-14811.383463309225
1701526343.388,-14821.441748314113
1701526343.392,-14826.828518727842
1701526343.396,-14829.756597251488
1701526343.4,-14831.276515874448
1701526343.404,-14839.569013067367
1701526343.408,-14850.677830061655
1701526343.412,-14857.22689118706
1701526343.416,-14847.012143970984
1701526343.42,-14846.721571293065
1701526343.424,-14854.097646963317
1701526343.428,-14842.139463679727
1701526343.432,-14837.110321177284
1701526343.4359999,-14847.190957926627
1701526343.4399998,-14848.532062593946
1701526343.444,-14846.766274781976
1701526343.448,-14855.729324308555
1701526343.452,-14861.65253658921
1701526343.4559999,-14864.826484301864
1701526343.46,-14866.949900025118
1701526343.464,-14865.809961057897
1701526343.468,-14877.857551319308
1701526343.472,-14882.059679276907
1701526343.4759998,-14873.342498939337
1701526343.48,-14873.945996039629
1701526343.484,-14862.99364125653
1701526343.488,-14861.607833100301
1701526343.4919999,-14856.265766175482
1701526343.4959998,-14859.395010399225
1701526343.5,-14869.363888426291
1701526343.504,-14866.882844791753
1701526343.508,-14863.552434867912
1701526343.512,-14873.431905917158
1701526343.516,-14877.790496085943
1701526343.52,-14872.716650094588
1701526343.5240002,-14874.773010584477
1701526343.528,-14873.878940806264
1701526343.532,-14876.337632696348
1701526343.536,-14883.311376966403
1701526343.5400002,-14882.573769399378
1701526343.5440001,-14878.975138542073
1701526343.548,-14885.211275245105
1701526343.552,-14885.18892350065
1701526343.556,-14875.711783851599
1701526343.5600002,-14881.344423454337
1701526343.5640001,-14873.700126850621
