timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1701525718.31,19.609,19.609,-19.609,-0.0001,-0.0006000000000000001,-0.0076,0.04,0.14,-0.107
1701525718.35,19.609,19.609,-19.609,-0.0018000000000000002,0.0,0.0129,0.051000000000000004,0.131,-0.115
1701525718.39,19.609,19.609,-19.609,-0.0014,0.001,-0.0458,0.05,0.098,-0.116
1701525718.43,19.609,19.609,-19.609,0.0005,0.0005,0.0442,0.03,0.111,-0.077
1701525718.47,19.609,19.609,-19.609,-0.0001,-0.0004,-0.024900000000000002,0.052000000000000005,0.149,-0.08
1701525718.51,19.609,19.609,-19.609,-0.0018000000000000002,0.00030000000000000003,0.0212,0.146,0.192,-0.114
1701525718.55,19.609,19.609,-19.609,-0.0025,0.0006000000000000001,-0.0132,0.20500000000000002,0.201,-0.125
1701525718.59,19.609,19.609,-19.609,-0.0023,0.0011,-0.0531,0.135,0.137,-0.094
1701525718.63,19.609,19.609,-19.609,-0.0004,-0.00030000000000000003,-0.027100000000000003,0.05,0.097,-0.073
1701525718.67,19.609,19.609,-19.609,-0.0012000000000000001,0.0008,0.0799,-0.046,0.037,-0.053
1701525718.71,19.609,19.609,-19.609,-0.0007,-0.0008,-0.034300000000000004,-0.067,-0.02,-0.048
1701525718.75,19.609,19.609,-19.609,-0.0002,0.0,0.0238,-0.08,-0.029,-0.057
1701525718.79,19.609,19.609,-19.609,0.001,-0.0016,-0.0309,-0.094,-0.042,-0.029
1701525718.83,19.609,19.609,-19.609,-0.0026000000000000003,0.0012000000000000001,0.028900000000000002,-0.146,-0.097,0.009000000000000001
1701525718.87,19.609,19.609,-19.609,0.0007,0.0005,0.0051,-0.243,-0.11,0.10400000000000001
1701525718.9099998,19.609,19.609,-19.609,-0.0004,0.0001,0.0037,-0.395,-0.182,0.249
1701525718.95,19.609,19.609,-19.609,0.0015,-0.0018000000000000002,-0.0427,-0.419,-0.201,0.34700000000000003
1701525718.99,19.609,19.609,-19.609,0.0002,-0.0004,0.039400000000000004,-0.401,-0.256,0.543
1701525719.03,19.609,19.609,-19.609,0.00030000000000000003,0.0014,0.0086,-0.342,-0.37,0.649
1701525719.07,19.609,19.609,-19.609,0.0002,-0.0006000000000000001,-0.0409,-0.123,-0.28600000000000003,0.643
1701525719.11,19.609,19.609,-19.609,0.0018000000000000002,0.0006000000000000001,0.033,-0.028,-0.182,0.383
1701525719.1499999,19.609,19.609,-19.609,0.0006000000000000001,0.0006000000000000001,0.0122,0.10200000000000001,-0.158,0.158
1701525719.19,19.609,19.609,-19.609,0.0051,-0.00030000000000000003,0.0025,0.122,-0.07200000000000001,-0.07100000000000001
1701525719.23,19.609,19.609,-19.609,-0.0006000000000000001,0.0021000000000000003,-0.018600000000000002,0.131,-0.023,-0.156
1701525719.27,19.609,19.609,-19.609,-0.0025,0.0002,-0.0014,0.054,-0.041,-0.165
1701525719.31,19.609,19.609,-19.609,-0.0001,0.0011,-0.0056,-0.003,-0.032,-0.161
1701525719.35,19.609,19.609,-19.609,-0.0006000000000000001,0.0034000000000000002,0.013600000000000001,-0.001,-0.023,-0.165
1701525719.3899999,19.609,19.609,-19.609,-0.0008,0.0012000000000000001,-0.0019,0.008,-0.028,-0.154
1701525719.43,19.609,19.609,-19.609,-0.0006000000000000001,0.0014,-0.05,0.034,-0.031,-0.139
1701525719.47,19.609,19.609,-19.609,-0.0015,0.0005,0.0413,0.047,-0.029,-0.128
1701525719.51,19.609,19.609,-19.609,-0.0009000000000000001,0.0023,-0.0296,0.085,-0.032,-0.134
1701525719.55,19.609,19.609,-19.609,-0.0019,0.001,0.028,0.111,-0.021,-0.162
1701525719.59,19.609,19.609,-19.609,-0.0018000000000000002,-0.0001,-0.0024000000000000002,0.133,-0.019,-0.192
1701525719.6299999,19.609,19.609,-19.609,0.0017000000000000001,0.0023,-0.0465,0.16,0.002,-0.228
1701525719.67,19.609,19.609,-19.609,0.00030000000000000003,0.0018000000000000002,0.0175,0.224,0.031,-0.291
1701525719.71,19.609,19.609,-19.609,0.0009000000000000001,0.0007,0.0155,0.47600000000000003,0.083,-0.42
1701525719.75,19.609,19.609,-19.609,0.0006000000000000001,0.00030000000000000003,-0.0432,0.718,0.275,-0.772
