timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1701526953.968,19.609,19.609,-19.609,0.0006000000000000001,-0.0006000000000000001,0.0001,0.027,-0.048,-0.107
1701526954.008,19.609,19.609,-19.609,0.0015,-0.0001,0.0054,0.02,-0.081,-0.10300000000000001
1701526954.048,19.609,19.609,-19.609,-0.0006000000000000001,0.0001,0.0076,0.007,-0.084,-0.108
1701526954.088,19.609,19.609,-19.609,0.001,-0.0002,0.0366,-0.019,-0.076,-0.10300000000000001
1701526954.128,19.609,19.609,-19.609,0.0,0.0004,-0.0038,-0.033,-0.06,-0.109
1701526954.168,19.609,19.609,-19.609,0.001,-0.0014,-0.0055000000000000005,-0.032,-0.05,-0.114
1701526954.208,19.609,19.609,-19.609,-0.0005,0.0006000000000000001,-0.0058000000000000005,-0.044,-0.041,-0.123
1701526954.248,19.609,19.609,-19.609,0.0011,-0.0009000000000000001,0.0033,-0.035,-0.048,-0.11900000000000001
1701526954.288,19.609,19.609,-19.609,0.0024000000000000002,0.0006000000000000001,-0.0059,-0.029,-0.056,-0.111
1701526954.328,19.609,19.609,-19.609,0.001,0.0002,0.0122,-0.029,-0.059000000000000004,-0.11800000000000001
1701526954.368,19.609,19.609,-19.609,0.0005,0.0015,-0.0045000000000000005,-0.021,-0.014,-0.10200000000000001
1701526954.408,19.609,19.609,-19.609,-0.0014,0.00030000000000000003,0.0055000000000000005,-0.02,-0.041,-0.121
1701526954.448,19.609,19.609,-19.609,0.001,-0.0001,0.001,-0.027,-0.027,-0.123
1701526954.488,19.609,19.609,-19.609,0.0019,0.0011,0.0025,-0.04,-0.009000000000000001,-0.116
1701526954.528,19.609,19.609,-19.609,0.0,0.0004,0.0089,-0.049,-0.012,-0.101
1701526954.568,19.609,19.609,-19.609,0.0007,-0.0005,0.013900000000000001,-0.037,-0.022,-0.1
1701526954.608,19.609,19.609,-19.609,0.0013000000000000002,0.0023,-0.0029000000000000002,-0.024,-0.051000000000000004,-0.105
1701526954.648,19.609,19.609,-19.609,0.0,0.0008,-0.0051,-0.018000000000000002,-0.031,-0.1
1701526954.688,19.609,19.609,-19.609,-0.0012000000000000001,0.0004,0.0029000000000000002,-0.008,-0.042,-0.105
1701526954.728,19.609,19.609,-19.609,-0.00030000000000000003,0.0008,-0.0016,-0.017,-0.011,-0.099
1701526954.768,19.609,19.609,-19.609,0.0017000000000000001,0.0023,-0.0073,-0.021,0.021,-0.113
1701526954.8079998,19.609,19.609,-19.609,-0.0006000000000000001,-0.0002,-0.0004,-0.029,0.025,-0.108
1701526954.848,19.609,19.609,-19.609,-0.0012000000000000001,0.0005,-0.001,-0.032,-0.014,-0.098
1701526954.888,19.609,19.609,-19.609,-0.0002,0.0005,-0.0051,-0.025,-0.035,-0.094
1701526954.928,19.609,19.609,-19.609,0.00030000000000000003,-0.0014,0.004,-0.016,-0.053,-0.112
1701526954.968,19.609,19.609,-19.609,0.0007,-0.0001,0.0014,-0.011,-0.06,-0.109
1701526955.008,19.609,19.609,-19.609,-0.0006000000000000001,0.0009000000000000001,-0.0015,-0.04,-0.055,-0.105
1701526955.0479999,19.609,19.609,-19.609,0.0014,-0.00030000000000000003,0.0043,-0.016,-0.055,-0.105
1701526955.088,19.609,19.609,-19.609,0.0014,0.0004,0.0,0.001,-0.067,-0.114
1701526955.128,19.609,19.609,-19.609,0.0018000000000000002,0.0011,-0.0091,0.014,-0.067,-0.125
1701526955.168,19.609,19.609,-19.609,0.0017000000000000001,0.0004,0.0002,0.0,-0.056,-0.121
1701526955.208,19.609,19.609,-19.609,0.0018000000000000002,0.0018000000000000002,-0.002,-0.004,-0.062,-0.117
1701526955.248,19.609,19.609,-19.609,0.002,0.0006000000000000001,-0.0024000000000000002,-0.024,-0.063,-0.121
1701526955.2879999,19.609,19.609,-19.609,-0.00030000000000000003,-0.0002,0.0012000000000000001,-0.031,-0.03,-0.10300000000000001
1701526955.328,19.609,19.609,-19.609,-0.0002,0.0011,-0.0024000000000000002,-0.016,-0.045,-0.12
1701526955.368,19.609,19.609,-19.609,0.0048000000000000004,-0.0021000000000000003,-0.0051,-0.012,-0.046,-0.124
1701526955.408,19.609,19.609,-19.609,0.0014,0.0011,0.0019,-0.02,-0.037,-0.111
1701526955.448,19.609,19.609,-19.609,0.0013000000000000002,0.0,0.0006000000000000001,-0.036000000000000004,0.008,-0.107
1701526955.488,19.609,19.609,-19.609,0.0006000000000000001,-0.0005,-0.013900000000000001,-0.03,0.025,-0.116
1701526955.5279999,19.609,19.609,-19.609,-0.0012000000000000001,0.00030000000000000003,0.0125,-0.013000000000000001,0.003,-0.131
1701526955.568,19.609,19.609,-19.609,0.0006000000000000001,-0.0004,0.006200000000000001,-0.013000000000000001,0.007,-0.127
1701526955.608,19.609,19.609,-19.609,0.0,-0.0009000000000000001,-0.0053,-0.002,-0.052000000000000005,-0.115
1701526955.648,19.609,19.609,-19.609,-0.001,0.0009000000000000001,0.0014,0.0,-0.052000000000000005,-0.105
1701526955.688,19.609,19.609,-19.609,-0.001,0.0021000000000000003,-0.0098,-0.007,-0.015,-0.10200000000000001
1701526955.728,19.609,19.609,-19.609,0.0023,-0.0007,-0.0046,-0.026000000000000002,0.005,-0.093
1701526955.768,19.609,19.609,-19.609,0.0006000000000000001,0.0,0.0009000000000000001,-0.032,-0.009000000000000001,-0.085
1701526955.808,19.609,19.609,-19.609,0.0016,0.0004,0.0061,-0.024,-0.007,-0.093
1701526955.848,19.609,19.609,-19.609,-0.0014,0.0002,0.0012000000000000001,-0.008,-0.007,-0.113
1701526955.888,19.609,19.609,-19.609,0.0015,0.0004,0.0002,-0.006,-0.022,-0.114
1701526955.928,19.609,19.609,-19.609,-0.00030000000000000003,-0.0009000000000000001,-0.0051,-0.017,-0.035,-0.129
1701526955.968,19.609,19.609,-19.609,-0.0007,0.0,0.0026000000000000003,-0.021,-0.046,-0.126
1701526956.008,19.609,19.609,-19.609,0.0023,0.0009000000000000001,0.0021000000000000003,-0.026000000000000002,-0.048,-0.126
1701526956.048,19.609,19.609,-19.609,0.0021000000000000003,-0.0006000000000000001,0.0028,-0.006,-0.059000000000000004,-0.121
1701526956.088,19.609,19.609,-19.609,0.0029000000000000002,0.0001,-0.0043,0.017,-0.049,-0.135
1701526956.128,19.609,19.609,-19.609,0.0004,-0.0009000000000000001,0.004200000000000001,0.009000000000000001,-0.039,-0.128
1701526956.168,19.609,19.609,-19.609,0.0015,0.0025,-0.0031000000000000003,-0.003,0.004,-0.117
1701526956.208,19.609,19.609,-19.609,-0.0014,0.0009000000000000001,0.002,-0.001,-0.02,-0.11
1701526956.248,19.609,19.609,-19.609,0.0021000000000000003,0.0011,-0.0028,-0.004,-0.041,-0.106
1701526956.288,19.609,19.609,-19.609,0.0,0.0034000000000000002,-0.0015,0.001,-0.06,-0.12
1701526956.328,19.609,19.609,-19.609,-0.00030000000000000003,0.00030000000000000003,-0.0009000000000000001,-0.024,-0.034,-0.105
1701526956.368,19.609,19.609,-19.609,0.0018000000000000002,0.0,0.0061,-0.032,-0.041,-0.105
1701526956.408,19.609,19.609,-19.609,0.0009000000000000001,-0.0018000000000000002,-0.0014,-0.022,-0.053,-0.115
1701526956.448,19.609,19.609,-19.609,-0.0026000000000000003,-0.0002,0.0001,-0.016,-0.044,-0.116
1701526956.488,19.609,19.609,-19.609,0.0012000000000000001,-0.0011,-0.0019,-0.016,-0.059000000000000004,-0.11800000000000001
1701526956.528,19.609,19.609,-19.609,0.0016,0.0017000000000000001,-0.005,-0.006,-0.033,-0.109
1701526956.568,19.609,19.609,-19.609,0.0009000000000000001,0.0005,0.0014,0.004,-0.043000000000000003,-0.105
1701526956.608,19.609,19.609,-19.609,-0.0025,-0.0014,-0.0054,0.0,-0.049,-0.10200000000000001
1701526956.648,19.609,19.609,-19.609,-0.0006000000000000001,-0.0007,-0.0001,-0.002,-0.042,-0.096
1701526956.688,19.609,19.609,-19.609,0.0004,0.0015,0.0012000000000000001,-0.004,-0.031,-0.098
1701526956.728,19.609,19.609,-19.609,0.0001,-0.0002,-0.0004,-0.003,-0.019,-0.115
1701526956.768,19.609,19.609,-19.609,0.001,0.0015,0.0056,-0.012,-0.019,-0.123
1701526956.8079998,19.609,19.609,-19.609,0.0008,0.0012000000000000001,-0.004,-0.026000000000000002,-0.013000000000000001,-0.131
1701526956.848,19.609,19.609,-19.609,0.0,0.0011,0.0034000000000000002,-0.035,-0.027,-0.11
1701526956.888,19.609,19.609,-19.609,0.0008,0.0016,0.0,-0.036000000000000004,-0.034,-0.113
1701526956.928,19.609,19.609,-19.609,-0.0004,-0.0011,-0.0001,-0.017,-0.027,-0.11900000000000001
1701526956.968,19.609,19.609,-19.609,-0.0004,0.0019,-0.010100000000000001,-0.011,-0.037,-0.12
1701526957.008,19.609,19.609,-19.609,0.0015,0.0019,0.0026000000000000003,-0.011,-0.036000000000000004,-0.096
1701526957.0479999,19.609,19.609,-19.609,0.0012000000000000001,0.0018000000000000002,0.004,-0.013000000000000001,-0.037,-0.098
1701526957.088,19.609,19.609,-19.609,0.00030000000000000003,0.0015,-0.0001,0.001,-0.054,-0.108
1701526957.128,19.609,19.609,-19.609,0.0014,-0.0006000000000000001,-0.0001,-0.001,-0.046,-0.109
1701526957.168,19.609,19.609,-19.609,0.0018000000000000002,0.0012000000000000001,-0.0034000000000000002,-0.012,-0.05,-0.101
1701526957.208,19.609,19.609,-19.609,0.00030000000000000003,0.0011,0.0029000000000000002,-0.001,-0.063,-0.10300000000000001
1701526957.248,19.609,19.609,-19.609,0.0011,-0.0015,-0.006200000000000001,0.006,-0.035,-0.1
1701526957.2879999,19.609,19.609,-19.609,0.0012000000000000001,-0.0023,0.0019,-0.004,-0.019,-0.121
1701526957.328,19.609,19.609,-19.609,-0.00030000000000000003,0.0015,0.0017000000000000001,-0.021,-0.022,-0.135
1701526957.368,19.609,19.609,-19.609,-0.0011,-0.0004,-0.0029000000000000002,-0.044,-0.043000000000000003,-0.122
1701526957.408,19.609,19.609,-19.609,-0.0009000000000000001,-0.0014,0.0091,-0.038,-0.052000000000000005,-0.111
1701526957.448,19.609,19.609,-19.609,0.001,-0.0009000000000000001,-0.009000000000000001,-0.024,-0.047,-0.108
1701526957.488,19.609,19.609,-19.609,-0.0016,-0.0004,-0.0012000000000000001,-0.02,-0.051000000000000004,-0.113
1701526957.5279999,19.609,19.609,-19.609,0.0004,0.0015,-0.0047,-0.009000000000000001,-0.049,-0.109
1701526957.568,19.609,19.609,-19.609,0.0007,-0.0012000000000000001,0.0009000000000000001,0.0,-0.028,-0.093
1701526957.608,19.609,19.609,-19.609,-0.00030000000000000003,0.001,0.0,0.004,-0.021,-0.10300000000000001
1701526957.648,19.609,19.609,-19.609,0.0012000000000000001,0.001,-0.0161,0.015,-0.022,-0.106
1701526957.688,19.609,19.609,-19.609,-0.0004,0.0007,-0.020800000000000003,0.0,-0.02,-0.107
1701526957.728,19.609,19.609,-19.609,0.0002,0.0001,-0.0043,-0.003,-0.038,-0.124
1701526957.768,19.609,19.609,-19.609,-0.0004,-0.001,-0.012400000000000001,-0.015,-0.046,-0.137
1701526957.808,19.609,19.609,-19.609,0.0002,-0.00030000000000000003,-0.0031000000000000003,-0.036000000000000004,-0.04,-0.125
1701526957.848,19.609,19.609,-19.609,0.0001,0.00030000000000000003,-0.0074,-0.034,-0.049,-0.116
1701526957.888,19.609,19.609,-19.609,-0.0014,-0.0005,-0.0007,-0.025,-0.055,-0.113
1701526957.928,19.609,19.609,-19.609,0.00030000000000000003,0.001,-0.0035,-0.021,-0.05,-0.109
1701526957.968,19.609,19.609,-19.609,-0.0011,0.0007,0.0043,-0.007,-0.052000000000000005,-0.107
1701526958.008,19.609,19.609,-19.609,0.0027,0.00030000000000000003,-0.0058000000000000005,0.001,-0.051000000000000004,-0.112
1701526958.048,19.609,19.609,-19.609,-0.0007,-0.0007,0.001,0.013000000000000001,-0.049,-0.11
1701526958.088,19.609,19.609,-19.609,0.0002,0.0018000000000000002,0.0026000000000000003,0.001,-0.05,-0.11900000000000001
1701526958.128,19.609,19.609,-19.609,-0.0007,-0.0004,-0.0059,-0.011,-0.034,-0.111
1701526958.168,19.609,19.609,-19.609,0.0008,0.0018000000000000002,-0.0061,-0.017,-0.021,-0.105
1701526958.208,19.609,19.609,-19.609,0.0007,0.0006000000000000001,-0.009000000000000001,-0.021,-0.003,-0.111
1701526958.248,19.609,19.609,-19.609,0.0004,-0.0005,-0.0038,-0.028,-0.021,-0.116
1701526958.288,19.609,19.609,-19.609,0.001,0.0013000000000000002,0.00030000000000000003,-0.03,-0.024,-0.101
1701526958.328,19.609,19.609,-19.609,-0.0023,-0.0002,-0.0001,-0.013000000000000001,-0.024,-0.092
1701526958.368,19.609,19.609,-19.609,-0.0009000000000000001,0.0006000000000000001,-0.0034000000000000002,-0.01,-0.036000000000000004,-0.093
1701526958.408,19.609,19.609,-19.609,-0.0011,0.0009000000000000001,-0.0017000000000000001,0.014,-0.056,-0.11800000000000001
1701526958.448,19.609,19.609,-19.609,0.0011,0.0016,0.0,0.023,-0.067,-0.115
1701526958.488,19.609,19.609,-19.609,-0.0004,-0.0017000000000000001,-0.0033,0.019,-0.07,-0.108
1701526958.528,19.609,19.609,-19.609,-0.0007,-0.0015,-0.0012000000000000001,0.01,-0.052000000000000005,-0.11
1701526958.568,19.609,19.609,-19.609,0.0007,0.0006000000000000001,-0.0048000000000000004,-0.01,-0.046,-0.108
1701526958.608,19.609,19.609,-19.609,-0.0011,-0.0029000000000000002,-0.0078000000000000005,-0.021,-0.055,-0.10400000000000001
1701526958.648,19.609,19.609,-19.609,0.0,0.0002,-0.0039000000000000003,-0.008,-0.049,-0.113
1701526958.688,19.609,19.609,-19.609,-0.0006000000000000001,-0.0028,-0.0004,-0.001,-0.046,-0.11900000000000001
1701526958.728,19.609,19.609,-19.609,-0.0018000000000000002,0.0006000000000000001,0.0017000000000000001,-0.007,-0.069,-0.115
1701526958.768,19.609,19.609,-19.609,0.002,-0.0009000000000000001,-0.0073,-0.016,-0.063,-0.116
1701526958.8079998,19.609,19.609,-19.609,0.0022,0.0,0.0056,-0.024,-0.033,-0.10400000000000001
1701526958.848,19.609,19.609,-19.609,0.0007,0.0005,-0.0037,-0.008,-0.023,-0.107
1701526958.888,19.609,19.609,-19.609,-0.001,-0.0008,-0.0032,0.014,-0.018000000000000002,-0.126
1701526958.928,19.609,19.609,-19.609,0.0009000000000000001,0.0,-0.0058000000000000005,0.003,-0.013000000000000001,-0.108
1701526958.968,19.609,19.609,-19.609,0.0028,0.0007,-0.0137,-0.008,-0.02,-0.097
1701526959.008,19.609,19.609,-19.609,0.0009000000000000001,0.0023,0.0033,-0.001,-0.033,-0.1
