timestamp,ch1
1701526823.956,-15350.3734291045
1701526823.96,-15371.652289825952
1701526823.964,-15377.28492942869
1701526823.9680002,-15357.905966985938
1701526823.9720001,-15348.697048270351
1701526823.976,-15364.477379855798
1701526823.98,-15363.203330421846
1701526823.9840002,-15360.990507720771
1701526823.9880002,0.0
1701526823.992,-28381.373391315152
1701526823.996,-28394.89619671061
1701526824.0,-28396.639632778126
1701526824.0040002,-28395.164417644075
1701526824.0080001,-28398.405420590094
1701526824.012,-28403.47926658145
1701526824.016,-28417.985548732944
1701526824.02,-28429.563752360795
1701526824.0240002,-28426.81448779279
1701526824.028,-28417.069127210278
1701526824.032,-28409.648348051116
1701526824.036,-28424.579313347258
1701526824.04,-28429.966083760988
1701526824.044,-28426.881543026157
1701526824.048,-28419.930150500557
1701526824.052,-28426.76978430388
1701526824.056,-28441.253714710918
1701526824.06,-28450.864964826702
1701526824.0640001,-28447.981589791965
1701526824.068,-28434.615246607693
1701526824.072,-28431.374243661674
1701526824.076,-28442.036025766854
1701526824.08,-28452.45193868303
1701526824.084,-28452.407235194118
1701526824.088,-28441.566639133292
1701526824.092,-28439.10794724321
1701526824.096,-28447.691017114048
1701526824.1,-28434.05645299631
1701526824.104,-28416.175057432065
1701526824.108,-28411.883522496646
1701526824.112,-28437.565676875794
1701526824.116,-28444.919400801587
1701526824.12,-28446.372264191185
1701526824.1239998,-28435.509316385906
1701526824.128,-28443.82416532328
1701526824.132,-28443.466537411994
1701526824.136,-28436.738662330947
1701526824.1399999,-28447.132223502664
1701526824.144,-28429.25082793842
1701526824.148,-28437.18569722005
1701526824.152,-28459.49273818645
1701526824.156,-28475.25071802744
1701526824.1599998,-28475.742456405456
1701526824.164,-28470.48979645846
1701526824.168,-28472.076770314787
1701526824.172,-28463.761921377412
1701526824.1759999,-28454.038912539356
1701526824.1799998,-28447.020464780388
1701526824.184,-28467.472310956993
1701526824.188,-28468.545194690847
1701526824.192,-28441.119604244188
1701526824.196,-28440.09142399924
1701526824.2,-28440.71727284399
1701526824.204,-28433.96704601849
1701526824.2080002,-28436.984531519956
1701526824.2120001,-28443.95827579001
1701526824.216,-28455.022389295387
1701526824.22,-28462.53257543237
1701526824.2240002,-28463.516052188406
1701526824.2280002,-28465.21478476701
1701526824.232,-28466.57824117878
1701526824.236,-28451.96020030501
1701526824.24,-28459.82801435328
1701526824.2440002,-28453.25660148342
1701526824.2480001,-28449.926191559578
1701526824.252,-28467.382903979174
1701526824.256,-28467.293497001352
1701526824.26,-28469.43926446906
1701526824.2640002,-28463.33723823276
1701526824.2680001,-28440.180830977064
1701526824.272,-28448.24981072543
1701526824.276,-28459.895069586644
1701526824.28,-28466.8688138567
1701526824.284,-28462.24200275445
1701526824.288,-28467.114683045707
1701526824.292,-28471.562680192314
1701526824.296,-28473.462578471015
1701526824.3,-28458.084578285765
1701526824.3040001,-28456.25173524043
1701526824.308,-28455.849403840235
1701526824.312,-28451.49081367145
1701526824.316,-28468.92517434659
1701526824.32,-28468.25462201293
1701526824.3240001,-28444.472365912483
1701526824.328,-28447.601610136226
1701526824.332,-28444.405310679118
1701526824.336,-28448.58508689226
1701526824.34,-28445.500546157426
1701526824.344,-28454.553002661825
1701526824.348,-28454.888278828657
1701526824.352,-28455.648238140137
1701526824.356,-28456.229383495975
1701526824.36,-28442.59481937824
1701526824.3639998,-28445.098214757232
1701526824.368,-28460.610325409216
1701526824.372,-28455.983514306965
1701526824.376,-28446.752243846924
1701526824.3799999,-28437.833897809258
1701526824.384,-28459.87271784219
