timestamp,ch1
1701527933.719,-8575.693795167661
1701527933.723,-8564.428515962187
1701527933.727,-8580.633530692283
1701527933.7310002,-8599.900734412759
1701527933.7350001,-8610.316647328931
1701527933.739,-8605.443967037674
1701527933.743,-8602.381778047298
1701527933.7470002,-8613.870574697325
1701527933.7510002,-8601.957094902646
1701527933.755,-8603.94640015917
1701527933.759,-8606.69566472717
1701527933.763,-8627.438083581697
1701527933.7670002,-8629.650906282772
1701527933.7710001,-8647.08526695791
1701527933.775,-8633.808330751459
1701527933.779,-8623.168900390732
1701527933.783,0.0
1701527933.7870002,-19069.703706467593
1701527933.7910001,-19095.11763991328
1701527933.795,-19115.234209923055
1701527933.799,-19134.389654921255
1701527933.803,-19147.26425972751
1701527933.807,-19158.88716684427
1701527933.811,-19163.692791902162
1701527933.815,-19173.818132140415
1701527933.819,-19180.90363513275
1701527933.823,-19183.78701016748
1701527933.8270001,-19187.497399747062
1701527933.831,-19188.570283480916
1701527933.835,-19196.818077184926
1701527933.839,-19201.22137084262
1701527933.843,-19201.020205142522
1701527933.8470001,-19198.1815335967
1701527933.851,-19188.793800925472
1701527933.855,-19193.46531551663
1701527933.859,-19207.032824401
1701527933.863,-19199.634396986294
1701527933.867,-19200.059080130944
1701527933.871,-19201.80251619846
1701527933.875,-19203.14362086578
1701527933.879,-19208.59744651287
1701527933.883,-19200.684928975694
1701527933.8869998,-19198.98619639709
1701527933.891,-19199.433231286195
1701527933.895,-19205.42349880022
1701527933.899,-19209.558571524452
1701527933.9029999,-19213.268961104033
1701527933.907,-19217.448737317176
1701527933.911,-19221.829679230414
1701527933.915,-19232.625571802328
1701527933.919,-19240.202813172677
1701527933.9229999,-19236.447720104185
1701527933.927,-19237.833528260413
1701527933.931,-19239.48755735011
1701527933.935,-19241.76743528455
1701527933.939,-19253.56915635695
1701527933.9429998,-19262.219281461155
1701527933.947,-19251.870423778346
1701527933.951,-19255.781979058025
1701527933.955,-19262.46515065016
1701527933.959,-19273.261043222075
1701527933.963,-19269.48359840913
1701527933.967,-19273.417505433263
1701527933.9710002,-19276.166770001266
1701527933.9750001,-19276.032659534536
1701527933.979,-19270.981165287634
1701527933.983,-19268.947156542203
1701527933.9870002,-19264.990897773612
1701527933.9910002,-19272.47873216614
1701527933.9950001,-19275.227996734142
1701527933.999,-19276.502046168094
1701527934.003,-19272.635194377326
1701527934.0070002,-19272.76930484406
1701527934.0110002,-19265.549691384997
1701527934.015,-19250.350505155388
1701527934.019,-19238.548784082985
1701527934.023,-19250.23874643311
1701527934.0270002,-19256.497234880597
1701527934.0310001,-19251.736313311616
1701527934.035,-19260.72171458265
1701527934.039,-19253.323287167943
1701527934.043,-19256.072551735946
1701527934.047,-19252.988011001115
1701527934.051,-19231.41857760174
1701527934.055,-19234.74898752558
1701527934.059,-19243.980257985622
1701527934.063,-19249.054103976978
1701527934.0670002,-19251.42338888924
1701527934.071,-19258.441836648206
1701527934.075,-19262.263984950067
1701527934.079,-19270.355316442885
1701527934.083,-19271.741124599117
1701527934.0870001,-19275.160941500777
1701527934.091,-19288.728450385148
1701527934.095,-19296.909188855792
1701527934.099,-19292.572950431462
1701527934.103,-19298.943197601224
1701527934.107,-19308.06270933899
1701527934.111,-19315.952875131712
1701527934.115,-19328.268686326588
1701527934.119,-19330.436805538753
1701527934.123,-19323.10543335741
1701527934.1269999,-19327.173450848277
1701527934.131,-19332.515517773096
1701527934.135,-19335.667113741292
1701527934.139,-19340.092759143445
1701527934.143,-19347.78175923607
1701527934.147,-19354.062599428013
1701527934.151,-19358.331782618974
1701527934.155,-19359.53877681956
1701527934.159,-19365.68550654477
1701527934.1629999,-19371.116980447412
1701527934.167,-19376.72726830569
1701527934.171,-19383.83512304248
